cluster,max_label,max_proportion
0,2a3,0.037138928
1,2a3,0.036715962
2,9a10,0.25
3,9a11,0.5
4,9a10,1.0
5,7a12,1.0
6,10a11,1.0
7,8a11,0.4
8,4a9,0.33333334
9,4a9,0.5
10,9a11,0.5
11,7a10,1.0
12,9a10,1.0
13,11a12,1.0
14,5a11,0.2
15,8a9,0.5
16,9a10,0.22222222
17,2a7,0.25
18,5a11,1.0
19,5a11,0.14285715
20,9a10,1.0
21,7a10,1.0
22,7a12,1.0
23,3a7,1.0
24,9a10,1.0
25,7a10,1.0
26,2a7,1.0
27,7a10,0.33333334
28,7a10,0.5
29,11a12,1.0
30,10a11,1.0
31,11a12,0.33333334
32,7a8,1.0
33,11a12,1.0
34,2a7,1.0
35,5a11,0.5
36,2a7,1.0
37,6a11,1.0
38,2a7,1.0
39,5a11,0.5
40,4a9,1.0
41,5a8,1.0
42,11a12,1.0
43,9a10,1.0
44,7a9,1.0
45,5a9,1.0
46,9a10,1.0
47,3a8,1.0
48,3a8,1.0
49,7a10,1.0
50,3a8,1.0
51,7a11,1.0
52,3a5,1.0
53,2a7,1.0
54,3a8,1.0
55,7a9,1.0
56,7a12,1.0
57,7a10,0.33333334
58,5a11,0.5
59,6a11,1.0
60,7a12,1.0
61,7a10,1.0
62,5a8,1.0
63,4a9,1.0
64,2a7,1.0
65,3a8,1.0
66,7a10,1.0
67,3a8,1.0
68,7a10,0.33333334
69,8a11,1.0
70,7a10,1.0
71,2a7,1.0
72,3a8,1.0
73,11a12,1.0
74,3a8,1.0
75,7a12,1.0
76,7a12,1.0
77,10a11,1.0
78,3a8,1.0
79,5a9,1.0
80,7a12,1.0
81,7a12,1.0
82,7a12,1.0
83,3a7,1.0
