poly,proportion
2a7,0.12244897959183673
2a5,0.10204081632653061
3a7,0.08163265306122448
3a8,0.08163265306122448
5a11,0.061224489795918366
6a11,0.061224489795918366
7a11,0.061224489795918366
4a7,0.061224489795918366
4a9,0.061224489795918366
5a9,0.04081632653061224
3a5,0.04081632653061224
2a3,0.04081632653061224
7a8,0.02040816326530612
7a9,0.02040816326530612
7a10,0.02040816326530612
7a12,0.02040816326530612
5a6,0.02040816326530612
5a7,0.02040816326530612
5a8,0.02040816326530612
4a5,0.02040816326530612
3a4,0.02040816326530612
