poly,proportion
2a7,0.06293706293706294
3a5,0.06293706293706294
2a5,0.06293706293706294
4a5,0.055944055944055944
3a4,0.055944055944055944
2a3,0.055944055944055944
3a7,0.04195804195804196
3a8,0.04195804195804196
4a7,0.04195804195804196
5a6,0.04195804195804196
4a9,0.03496503496503497
5a7,0.03496503496503497
5a8,0.03496503496503497
5a9,0.027972027972027972
5a11,0.027972027972027972
6a7,0.027972027972027972
6a11,0.027972027972027972
7a8,0.027972027972027972
7a9,0.027972027972027972
7a10,0.027972027972027972
7a12,0.027972027972027972
8a9,0.027972027972027972
9a10,0.027972027972027972
7a11,0.02097902097902098
8a11,0.02097902097902098
9a11,0.02097902097902098
10a11,0.013986013986013986
11a12,0.013986013986013986
