poly,proportion
7a12,0.06666666666666667
4a5,0.06666666666666667
6a7,0.06666666666666667
9a10,0.05333333333333334
9a11,0.05333333333333334
10a11,0.05333333333333334
11a12,0.05333333333333334
5a6,0.05333333333333334
5a7,0.05333333333333334
7a11,0.04
8a11,0.04
7a8,0.04
7a9,0.04
7a10,0.04
4a7,0.04
5a11,0.04
3a4,0.04
8a9,0.02666666666666667
4a9,0.02666666666666667
5a8,0.02666666666666667
3a5,0.02666666666666667
5a9,0.013333333333333334
3a8,0.013333333333333334
3a7,0.013333333333333334
2a5,0.013333333333333334
