cluster,max_label,max_proportion
0,revhairpin,0.375
1,hairpin,0.506812
2,revhairpin,0.29238328
3,revhairpin,0.39270386
4,revhairpin,0.38777778
5,revhairpin,0.37649402
6,hairpin,0.22696011
7,revhairpin,0.375
8,revhairpin,0.2681661
9,subf,0.3787575
10,subf,0.4981685
11,hairpin,0.37037036
12,hairpin,0.375
13,subp,0.42349306
14,hairpin,0.375
15,hairpin,0.375
16,hairpin,0.5081522
17,subp,0.46396396
18,subp,0.36450383
19,hairpin,0.22401434
20,revhairpin,0.3982103
21,hairpin,0.375
22,hairpin,0.3201581
23,hairpin,0.375
24,hairpin,0.375
25,revhairpin,0.3421829
26,subp,0.3984576
27,hairpin,0.375
