poly,proportion
2a5,0.06593406593406594
2a7,0.06593406593406594
5a6,0.054945054945054944
3a4,0.054945054945054944
3a7,0.04395604395604396
3a8,0.04395604395604396
4a5,0.04395604395604396
3a5,0.04395604395604396
2a3,0.04395604395604396
4a9,0.03296703296703297
5a9,0.03296703296703297
5a11,0.03296703296703297
6a11,0.03296703296703297
7a9,0.03296703296703297
7a11,0.03296703296703297
7a12,0.03296703296703297
4a7,0.03296703296703297
5a7,0.03296703296703297
5a8,0.03296703296703297
6a7,0.03296703296703297
7a8,0.02197802197802198
7a10,0.02197802197802198
8a9,0.02197802197802198
8a11,0.02197802197802198
9a10,0.02197802197802198
9a11,0.02197802197802198
10a11,0.02197802197802198
11a12,0.02197802197802198
