poly,proportion
6a7,0.0967741935483871
9a11,0.06451612903225806
4a7,0.06451612903225806
4a9,0.06451612903225806
5a7,0.06451612903225806
7a8,0.06451612903225806
7a9,0.06451612903225806
8a9,0.06451612903225806
9a10,0.06451612903225806
8a11,0.03225806451612903
6a11,0.03225806451612903
7a10,0.03225806451612903
7a11,0.03225806451612903
7a12,0.03225806451612903
10a11,0.03225806451612903
2a7,0.03225806451612903
3a4,0.03225806451612903
3a5,0.03225806451612903
3a7,0.03225806451612903
4a5,0.03225806451612903
5a6,0.03225806451612903
