poly,proportion
7a11,0.07317073170731707
6a11,0.06097560975609756
4a9,0.06097560975609756
5a11,0.06097560975609756
2a5,0.06097560975609756
7a10,0.04878048780487805
5a7,0.04878048780487805
2a7,0.04878048780487805
4a5,0.04878048780487805
7a12,0.036585365853658534
8a9,0.036585365853658534
9a10,0.036585365853658534
5a9,0.036585365853658534
7a8,0.036585365853658534
8a11,0.036585365853658534
4a7,0.036585365853658534
3a7,0.036585365853658534
3a4,0.036585365853658534
7a9,0.024390243902439025
6a7,0.024390243902439025
3a8,0.024390243902439025
3a5,0.024390243902439025
10a11,0.012195121951219513
5a8,0.012195121951219513
5a6,0.012195121951219513
9a11,0.012195121951219513
2a3,0.012195121951219513
