poly,proportion
9a11,0.07894736842105263
7a11,0.07894736842105263
8a11,0.07894736842105263
10a11,0.07017543859649122
6a7,0.07017543859649122
11a12,0.06140350877192982
9a10,0.05263157894736842
7a9,0.05263157894736842
7a12,0.05263157894736842
7a8,0.05263157894736842
6a11,0.043859649122807015
8a9,0.043859649122807015
7a10,0.043859649122807015
5a8,0.03508771929824561
5a11,0.03508771929824561
5a6,0.03508771929824561
5a7,0.03508771929824561
4a9,0.02631578947368421
5a9,0.017543859649122806
4a5,0.017543859649122806
4a7,0.017543859649122806
