poly,proportion
11a12,0.06896551724137931
10a11,0.06206896551724138
9a11,0.05517241379310345
7a10,0.05517241379310345
9a10,0.05517241379310345
7a8,0.04827586206896552
7a9,0.04827586206896552
7a11,0.04827586206896552
7a12,0.04827586206896552
8a9,0.04827586206896552
8a11,0.04827586206896552
5a8,0.041379310344827586
5a11,0.041379310344827586
6a7,0.041379310344827586
6a11,0.041379310344827586
4a7,0.034482758620689655
4a9,0.034482758620689655
5a7,0.034482758620689655
5a9,0.034482758620689655
5a6,0.027586206896551724
4a5,0.020689655172413793
2a7,0.013793103448275862
3a5,0.013793103448275862
3a7,0.013793103448275862
3a8,0.013793103448275862
3a4,0.006896551724137931
